h3_index,lat,lon,reisezeit_stunden
84ada29ffffffff,-28.95629379541508,20.42054542720207,17.468355178833008
843f863ffffffff,27.98657441880201,12.877384669318154,19.30718231201172
842715bffffffff,51.25838641074392,-98.1158328978406,14.760857582092285
84120e1ffffffff,57.52391139393351,-117.00989611115445,15.060017585754395
8459a5dffffffff,17.427707480504818,-1.993860657615693,19.82284164428711
843d943ffffffff,23.925859624402626,75.97200346336629,15.371662139892578
8429b25ffffffff,35.2157547322383,-111.86426654629159,14.68452262878418
84520a1ffffffff,16.930049666724162,45.351128757275106,17.965913772583008
8424dd7ffffffff,36.88047474589246,107.85713205928462,16.84336280822754
848b463ffffffff,-11.491092090224342,-68.94786554459047,22.33102798461914
847a187ffffffff,3.1624072669984287,44.71901151575656,16.755420684814453
8496d15ffffffff,-3.6944033757099612,26.924389694694202,17.29339027404785
84971cbffffffff,-18.777603980352872,32.709061747818474,20.387903213500977
84efb0dffffffff,-79.69415029114768,15.624030178617014,30.47577667236328
848c155ffffffff,-7.331100784996061,106.80501939439802,20.251420974731445
84e5633ffffffff,-70.36104802498777,106.47660170548765,30.48126983642578
84ed5d5ffffffff,-74.82023375749411,160.39693668287768,31.428714752197266
84a8e4bffffffff,-20.319881754001564,-51.125820693278115,18.570323944091797
849f517ffffffff,-21.61556587712999,165.43327839583938,26.11616325378418
84f06e1ffffffff,-78.00954587997549,26.369549837686172,30.47577667236328
8466469ffffffff,5.426846145631166,-69.28047287145743,24.43974494934082
84020d1ffffffff,77.52183413277085,-94.05006189807351,85.41304779052734
840a121ffffffff,60.92287021618713,93.60910150905114,21.600923538208008
848a0c1ffffffff,-6.47293688786693,-64.56988952219899,35.35573959350586
8458eb1ffffffff,8.717155834901535,13.376205049336724,12.533186912536621
843e695ffffffff,28.86362842575139,36.054525370587434,10.044838905334473
8413529ffffffff,62.59017808684159,-114.58723032657085,14.69974422454834
84f2801ffffffff,-86.91162807735901,-138.8872015186887,30.47577667236328
840a6abffffffff,73.94739528540696,95.13162699572224,89.81570434570312
84f1755ffffffff,-87.589307182709,64.85420050059491,30.47577667236328
8482b47ffffffff,-0.08803168031676997,17.112022697106056,26.092529296875
